date,BTC,ETH,BNB,XRP,DOT,DOGE,SHIB,LTC,UNI,LINK,MATIC,BCH,TRX,MANA,ATOM,ETC,XTZ,XMR,GRT,EOS,SAND,AAVE,LRC,NEO,ZEC
2021-07-02 01:30:00,33281.91303962,2087.52797504,284.71625392,0.64997547,15.04645707,0.24165362,8.33e-06,135.6508477,17.6993213,18.0669955,1.07392248,491.71457142,0.06421592,0.53761642,11.09224557,52.65303759,2.87337735,205.55677806,0.52973438,3.87636818,0.24599149,226.37981833,0.25286454,33.52121667,121.21790916
2021-07-02 02:00:00,33244.99034599,2095.14893964,284.29354939,0.65209799,15.10881033,0.24249941,8.32e-06,135.75772289,17.67125737,18.18398884,1.07730849,492.58789746,0.06431615,0.53761642,10.99999111,52.94163836,2.86645168,206.82296479,0.53406079,3.90139689,0.24599149,226.73210511,0.25286454,33.52121667,117.15033831
2021-07-02 02:30:00,33270.94697277,2094.36185516,283.2126,0.65244269,15.06703168,0.24212358,8.31e-06,135.62530355,17.62901587,18.18708381,1.07647149,493.0,0.06432472,0.53761642,11.02826701,52.75957953,2.86645168,206.68777396,0.53640228,3.89529811,0.24599149,226.42056762,0.25286454,33.68240504,117.34402106
2021-07-02 03:00:00,32882.07212553,2064.18478475,281.0,0.64347587,14.93308613,0.24216216,8.22e-06,133.36145933,17.42153996,17.79600734,1.06459408,487.0,0.06383993,0.52587348,10.85921167,51.62778825,2.82254852,202.84397624,0.53173937,3.81239223,0.24599149,222.86880231,0.25286454,33.52121667,115.85140998
2021-07-02 03:30:00,32917.99224022,2041.59662128,277.59260755,0.64160407,14.78095115,0.24087709,8.07e-06,132.37061593,17.2381274,17.65908919,1.0653071,482.88279262,0.0635351,0.52273906,10.84725119,51.66727352,2.79859824,200.92483808,0.52692665,3.79553354,0.24599149,218.24418797,0.25286454,33.52442473,114.23135156
2021-07-02 04:00:00,33003.0,2044.44525712,280.817865,0.64330398,14.80793487,0.24183015,8.18e-06,132.02492335,17.29549173,17.70568769,1.06494762,485.07342857,0.06368886,0.52273906,10.86324695,52.0,2.79859824,202.99673457,0.53013932,3.83354358,0.22754027,219.7325156,0.2429292,33.549264,115.97470716
2021-07-02 04:30:00,33132.8500716,2053.70959231,280.817865,0.64588215,14.87130514,0.24254866,8.18e-06,132.40558187,17.30596303,17.81021904,1.0655688,487.28714285,0.06404798,0.526,10.80655839,52.26334079,2.82606147,201.7588615,0.53141842,3.82597141,0.22754027,219.9742786,0.2429292,33.89746949,115.0560658
2021-07-02 05:00:00,33064.80621789,2051.19436798,282.20004485,0.64619785,14.86250303,0.24297297,8.19e-06,132.43232335,17.23430732,17.78154577,1.062288,486.65465075,0.06404773,0.526,10.8155485,52.17075967,2.82606147,201.68722492,0.53184678,3.83211653,0.22754027,220.37270762,0.2429292,34.06258359,115.14100302
2021-07-02 05:30:00,32845.07878281,2032.46725246,279.2470421,0.64191929,14.74394596,0.24117101,8.13e-06,131.51719757,17.10939421,17.5522796,1.05245749,480.646,0.06372237,0.52327796,10.66247925,51.50251873,2.79,200.34732224,0.52666042,3.77240801,0.22754027,217.23184581,0.2429292,33.48190286,113.65468801
2021-07-02 06:00:00,32845.80684901,2028.78799332,279.4809178,0.64236192,14.74721459,0.24023711,8.09e-06,131.46142857,17.0689099,17.49617613,1.04588108,480.98636482,0.06371975,0.5138,10.62888344,51.39312747,2.79,200.5723577,0.52666042,3.76334422,0.22426088,217.15077346,0.2429292,33.60158756,113.19369967
2021-07-02 06:30:00,32964.87303869,2033.94539001,280.40014288,0.64373107,14.75232265,0.23949375,8.12e-06,131.90891794,17.16684434,17.59163643,1.04908768,480.646,0.06401071,0.51248455,10.75,51.33356227,2.79,199.783931,0.52247136,3.77658172,0.22426088,218.39783066,0.2429292,33.79154906,113.94211282
2021-07-02 07:00:00,33109.88690311,2050.23707489,281.83138266,0.64689686,14.84256045,0.24084604,8.16e-06,133.05486299,17.33502822,17.67786402,1.05722844,485.07342857,0.06410517,0.51680365,10.78278126,51.71816176,2.79,202.5265762,0.52247136,3.78727025,0.22426088,220.0954401,0.2429292,33.79154906,113.74831077
2021-07-02 07:30:00,33365.79724997,2061.69090215,283.71422996,0.6500198,14.97607016,0.24203651,8.2e-06,133.4822499,17.33769273,17.75432193,1.06378675,487.07278287,0.0645001,0.52415753,10.90123305,52.0937719,2.83481971,204.18399867,0.52247136,3.82187344,0.22426088,223.06197223,0.2429292,34.33877172,114.95301324
2021-07-02 08:00:00,33381.66911609,2066.34151465,283.70027501,0.64956465,14.98854254,0.24313345,8.22e-06,133.79755628,17.40329712,17.82605502,1.06926267,488.78612351,0.06450119,0.526,11.08561592,52.22269416,2.83481971,206.2218842,0.54018718,3.84535723,0.22426088,224.18406232,0.2429292,34.89485615,116.08002345
2021-07-02 08:30:00,33375.06121963,2062.20810579,282.50304354,0.64906901,14.92931907,0.24301221,8.21e-06,133.83609235,17.33310477,17.74801303,1.06320057,488.48121662,0.06450859,0.526,10.9225284,51.91614844,2.82115639,207.11205957,0.54018718,3.82719548,0.22426088,223.14664954,0.2429292,34.80928571,115.07954566
2021-07-02 09:00:00,32975.88862397,2036.28823771,278.17495761,0.64242849,14.71598024,0.24086994,8.14e-06,131.99156449,17.08398464,17.44501894,1.05154998,480.13434713,0.06391385,0.5144,10.66247925,51.21942957,2.80676622,204.8184741,0.53074293,3.77192287,0.22426088,219.79822171,0.2429292,34.06406155,113.53752507
2021-07-02 09:30:00,32967.87754181,2040.42988191,279.21437812,0.64222406,14.72716409,0.24127991,8.18e-06,131.61272297,17.14881302,17.43296445,1.05506293,479.88183608,0.0639651,0.5144,10.67675894,51.32073116,2.76381912,205.56055916,0.53074293,3.77694281,0.22426088,220.62347633,0.2429292,33.92850423,113.53752507
2021-07-02 10:00:00,32974.0,2034.6894839,277.63046305,0.63883107,14.75867361,0.2406441,8.15e-06,131.59063243,17.18666407,17.42505524,1.05034501,478.93325663,0.06391049,0.5144,10.66194809,51.52284027,2.7689061,205.09401871,0.52737761,3.76703776,0.22418012,219.41616751,0.2429292,33.69519171,113.14979202
2021-07-02 10:30:00,33002.47039086,2039.94307104,277.37148951,0.63730478,14.76928804,0.24070219,8.15e-06,131.61298046,17.2265893,17.44114835,1.04927938,478.43228571,0.06390888,0.5144,10.62,51.38542443,2.76859056,204.8254283,0.52737761,3.7814024,0.22442486,220.84396623,0.2429292,33.79154906,113.14979202
2021-07-02 11:00:00,33111.0,2045.0,277.37148951,0.64197362,14.82242743,0.24079353,8.19e-06,131.89152605,17.23572835,17.48870851,1.05677702,482.85971428,0.06391128,0.526,10.74846699,51.83284825,2.7822467,206.7,0.53256124,3.80619781,0.22442486,221.55305226,0.2429292,34.16168362,114.09998687
2021-07-02 11:30:00,33034.77155366,2038.10535887,278.02126718,0.63691853,14.80106605,0.24026877,8.17e-06,131.93233042,17.21968647,17.43462777,1.05227842,480.646,0.06395958,0.52249225,10.61,51.46586888,2.7822467,205.13156088,0.53256124,3.76840151,0.22442486,221.52412845,0.2429292,34.01187544,113.24512451
2021-07-02 12:00:00,32923.72407966,2035.02193492,278.44370591,0.63453905,14.77313737,0.23931033,8.16e-06,131.6368826,17.16432233,17.37652426,1.05012785,479.39730454,0.06386407,0.52144276,10.61434719,50.90208373,2.76889774,206.36798034,0.52788034,3.76677,0.22442486,220.27105227,0.2429292,34.06621866,112.73832338
2021-07-02 12:30:00,33222.29072808,2057.15019082,279.96115874,0.64096795,14.90504718,0.24119857,8.19e-06,133.07819349,17.44123685,17.53321259,1.06174689,485.07342857,0.06426919,0.52144276,10.83514818,51.61156,2.76889774,207.53684,0.52788034,3.81637543,0.22442486,223.83834879,0.2429292,34.33877172,113.90955733
2021-07-02 13:00:00,33332.07478065,2057.73817015,280.98773048,0.64223115,14.99745241,0.24477123,8.2e-06,133.27670642,17.48653577,17.61984704,1.0691373,485.6894497,0.06429701,0.52144276,11.05462179,51.89314722,2.81375039,207.9697498,0.52788034,3.81611625,0.22442486,224.62274197,0.2429292,34.28767228,114.76324018
2021-07-02 13:30:00,33477.47022203,2072.44333886,281.50640887,0.64421246,15.08555005,0.24459459,8.26e-06,133.86913855,17.63080478,17.74207112,1.0705402,487.28714285,0.0645175,0.52144276,11.30660103,52.13210294,2.81375039,208.62284569,0.52788034,3.79466921,0.22828942,226.79978837,0.24301262,34.33846328,114.63099417
2021-07-02 14:00:00,33530.57088509,2094.38291138,281.00453637,0.64632838,15.12288567,0.2439,8.26e-06,134.02934478,17.75740389,17.81091191,1.08319329,487.28714285,0.06474812,0.52144276,11.37011408,52.38587692,2.81375039,209.63203671,0.52788034,3.84346531,0.22828942,228.42063802,0.24301262,34.6156973,114.92626658
2021-07-02 14:30:00,33635.8709734,2114.55696202,283.06725383,0.64774681,15.2139617,0.24410168,8.33e-06,134.74723882,17.96902543,17.98148793,1.08688097,490.32053712,0.0649736,0.53489981,11.3362251,53.16685634,2.81375039,211.21999999,0.54616179,3.85886334,0.22828942,230.39939414,0.24301262,34.72877031,116.29796946
2021-07-02 15:00:00,33403.0,2101.98178236,282.51405964,0.64602106,15.13397223,0.24333333,8.3e-06,133.99663018,17.84533559,17.88883313,1.08688097,489.50085714,0.06466188,0.53015564,11.2578203,52.86795345,2.8329837,208.53323631,0.54616179,3.84995937,0.23050591,229.66099323,0.24633402,34.6156973,116.22197411
2021-07-02 15:30:00,33671.83590669,2123.81377283,283.24326388,0.65131412,15.25769163,0.24498774,8.34e-06,134.81947495,17.95929515,17.97850703,1.09714275,490.12531591,0.06501206,0.53474913,11.37011408,53.04673923,2.83954752,208.53323631,0.54616179,3.84711388,0.23050591,231.69502055,0.24633402,34.6156973,116.03584511
2021-07-02 16:00:00,33541.77046264,2113.9390935,283.96598283,0.64897073,15.19987761,0.24426832,8.32e-06,134.77923313,17.91196411,17.93601354,1.08836561,491.92074966,0.06489112,0.53474913,11.46715615,53.14555478,2.83657935,209.69085265,0.54616179,3.85886103,0.23050591,231.05654869,0.24633402,34.6156973,117.03164395
2021-07-02 16:30:00,33614.0,2113.3625464,283.6268465,0.64577877,15.20424636,0.24408933,8.31e-06,135.07022433,17.91703727,17.94826231,1.08712847,488.68067927,0.06518218,0.53217421,11.55424248,53.14555478,2.83135216,209.42303321,0.56271508,3.84535723,0.23050591,230.93597822,0.24633402,34.6156973,116.22373107
